mineral,mineral_1,similarity_1,mineral_2,similarity_2,mineral_3,similarity_3,mineral_4,similarity_4,mineral_5,similarity_5,mineral_6,similarity_6,mineral_7,similarity_7,mineral_8,similarity_8,mineral_9,similarity_9,mineral_10,similarity_10
Kyanite,Staurolite,0.427964751223,Sillimanite,0.323347960169,Rutile,0.302789667057,Corundum,0.271766786198,Ilmenite,0.248741832884,Almandine,0.247826708668,Zircon,0.22895821323,Muscovite,0.214701596123,Titanite,0.204717167319,Andalusite,0.193025560532
Labuntsovite-Fe,Tetraferriannite,1.0,Yofortierite,1.0,Lenoblite,0.894427191,Paraumbite,0.894427191,Lourenswalsite,0.8,Labuntsovite-Mn,0.8,Delindeite,0.8,Seidite-(Ce),0.8,Nenadkevichite,0.790569415042,Kimzeyite,0.790569415042
Labuntsovite-Mn,Delindeite,1.0,Lourenswalsite,1.0,Seidite-(Ce),1.0,Paraumbite,0.894427191,Lenoblite,0.894427191,Yofortierite,0.8,Labuntsovite-Fe,0.8,Tetraferriannite,0.8,Zircophyllite,0.7453559925,Kassite,0.7453559925
Lacroixite,Gobbinsite,0.661437827766,Masutomilite,0.516397779494,Bityite,0.451848057058,Destinezite,0.4472135955,Zugshunstite-(Ce),0.4472135955,Levinsonite-(Y),0.4472135955,Larnite,0.4472135955,Coskrenite-(Ce),0.4472135955,Dickinsonite-(KMnNa),0.408248290464,Brazilianite,0.380319414628
Laffittite,Weilite,0.948683298051,Tvalchrelidzeite,0.881917103688,Chaidamuite,0.881917103688,Aktashite,0.881917103688,Christite,0.804030252207,Getchellite,0.727606875109,Gaitite,0.707106781187,Rauenthalite,0.703526470681,Polhemusite,0.703526470681,Guerinite,0.688247201612
Laihunite,Osumilite,0.679366220487,Osumilite-(Mg),0.679366220487,Murataite-(Y),0.566138517072,Calcjarlite,0.566138517072,Senaite,0.566138517072,Proto-ferro-anthophyllite,0.554700196225,Proto-anthophyllite,0.416025147169,Fluoro-riebeckite,0.416025147169,Natrouranospinite,0.372104203768,Rilandite,0.372104203768
Lamprophyllite,Henrymeyerite,0.836660026534,Crichtonite,0.707106781187,Strontiochevkinite,0.707106781187,Loparite-(Ce),0.7,Nabalamprophyllite,0.632455532034,Dalyite,0.632455532034,Belovite-(Ce),0.632455532034,Barytolamprophyllite,0.59160797831,Natroniobite,0.565685424949,Lueshite,0.565685424949
Lanarkite,Paralaurionite,0.680336051417,Diaboleite,0.587974732207,Alamosite,0.553010041338,Queitite,0.509647191438,Kamitugaite,0.507092552837,Raygrantite,0.507092552837,Calderonite,0.503952630679,Phosphohedyphane,0.4749593182,Phoenicochroite,0.473381068331,Iranite,0.470823615431
Landesite,Reddingite,0.565752381856,Natropalermoite,0.559016994375,Goedkenite,0.559016994375,Keckite,0.559016994375,Foggite,0.559016994375,Nizamoffite,0.559016994375,Correianevesite,0.559016994375,Palermoite,0.559016994375,Samuelsonite,0.559016994375,Hagendorfite,0.559016994375
Langbeinite,Leonite,0.816496580928,Kainite,0.609271795845,Erythrosiderite,0.57735026919,Tachyhydrite,0.57735026919,Picromerite,0.436435780472,Kirschsteinite,0.433012701892,Polyhalite,0.427121098089,Kieserite,0.416025147169,Bischofite,0.408248290464,Vanthoffite,0.38490017946
